account_id,device_id,ip,card,address
acct_8f60fd16,dev_a08ab565,ip_0199aa2b,card_de750a00,addr_4c4c5e01
acct_2873ed5c,dev_aa88b3c1,ip_9ade7345,car_18e9983a,addr_7b2f6f43
acct_a10ed408,dev_2ab4ee49,ip_27c01f47,car_320f0898,addr_731f5db6
acct_70ab594d,dev_c2f790fc,ip_4e0eaf8a,card_2bfeeaf3,addr_1d0f1e7f
acct_597ada02,dev_9dffd3dc,ip_64031028,card_9d18034b,addr_8228fd98
acct_890faf47,dev_8a269cb7,ip_a5a1aa4c,card_86176ada,addr_ade6d486
acct_1cccea81,dev_c0040003,ip_c662e706,card_9cdcb235,addr_160c1ac5
acct_1c8e5c79,dev_105569cd,ip_342f725f,card_dc431e56,addr_fb18ffa9
acct_ad970309,dev_aac1cc48,ip_f856b912,card_c2d3a28c,addr_0c0a89ce
acct_a8ace452,dev_8cc2ae4e,ip_84b27dc5,card_32e5188a,addr_c05fec14
acct_08f2e5ee,dev_72867b1e,ip_d8ac6fc7,card_b0ceeddb,addr_8f17eee9
acct_3d90e305,dev_f0fa9453,ip_b6cb981f,card_1e2c19d1,addr_d586682b
acct_040cd805,dev_fba97e32,ip_ff481da7,card_0cd4935d,addr_9bdfd516
acct_769265d1,dev_662f46ff,ip_d4fde4ca,card_6c752ce2,addr_a102718f
acct_7ad1b740,dev_c1a4f576,ip_2ad13133,card_957e1f00,addr_17fd8177
acct_bd5a9231,dev_41905e3d,ip_96552710,card_1ccb4489,addr_773adf5b
acct_0fe0f56c,dev_b731aded,ip_97af21ec,card_cff82c0e,addr_c79d47d0
acct_e9237985,dev_2b72a441,ip_3b207ff6,card_cd34b6c7,addr_d1bff80c
acct_912cfa6b,dev_d2758493,ip_d26cfb9e,card_d26c9466,addr_bd07eb2f
acct_bf396563,dev_793b74f8,ip_d2f5dfae,card_01c39e6a,addr_772395a1
acct_da76b320,dev_dae46073,ip_b0210a67,card_ee3522a3,addr_c246714a
acct_35b89cbe,dev_0386ff8a,ip_bfbf92b0,card_3f6cb406,addr_4fc15a9c
acct_19219441,dev_56e1a644,ip_49092fdf,card_b779a957,addr_5b9d1ab6
acct_ef26ebaa,dev_a490a110,ip_447e6d3b,card_dd87c4a2,addr_3cf5bcd0
acct_382a972d,dev_e4eb397b,ip_f22e4145,card_2cacc267,addr_139c4046
acct_21efc7a9,dev_ebdc6e80,ip_ff032cd3,card_00058e80,addr_5b9ecddd
acct_7f027e06,dev_6720d499,ip_a5df89f0,car_59dea39a,addr_fe93dac5
acct_aeba0374,dev_311ab209,ip_424e55a9,card_27807fe0,addr_6db31e2d
acct_9eeb1f45,dev_66a808f4,ip_9fc8a355,card_1ca30dc5,addr_640dc14e
acct_cfbb8bfb,dev_2436a17e,ip_d48bca6e,card_c37473bf,addr_4022aaed
acct_dbaa9a11,dev_a4541101,ip_2868bc39,card_17638029,addr_0d590128
acct_638af47c,dev_ce478250,ip_8aa75ebf,card_6a541cd5,addr_034275ec
acct_a6ca3675,dev_807eb332,ip_78ce93f1,card_a2ff315b,addr_664f4a63
acct_fc0c4450,dev_388ebfff,ip_0fd47a96,card_f4c2f518,addr_a0b45cfa
acct_bf86480d,dev_562f9bc4,ip_7d161816,card_55691df5,addr_68a650ba
acct_e475043a,dev_12fb3c4b,ip_56a237f1,card_37c11410,addr_49f15ba3
acct_ba521e4a,dev_19c6f037,ip_38ed978c,card_e991bf83,addr_1644c4be
acct_7856d072,dev_dc1787f5,ip_86f88102,card_871bda4a,addr_3c93aef4
acct_bd8d3879,dev_02d43434,ip_7ef2a68e,card_630e6f0d,addr_1ce803ce
acct_16151cca,dev_9b4ca019,ip_18fda965,card_1ef3ad56,addr_cc358700
acct_44e08b1f,dev_791ccb22,ip_99ccbff6,card_69804b2e,addr_1f8e8847
acct_077963b5,dev_55c241ae,ip_c822db9b,card_4d1681d0,addr_37ed1e10
acct_567d24b9,dev_74eb0d40,ip_6c247edf,card_f28da307,addr_02c391fa
acct_54bdea7d,dev_a4858f9a,ip_965192ea,card_d1a9da43,addr_76b07286
acct_ef43cd15,dev_e1237cd8,ip_86bc76e5,card_c16335f5,addr_c61748e6
acct_d9b67d7c,dev_1d96418c,ip_28c11bae,card_3f4e9655,addr_51eb53a9
acct_d1b436d6,dev_bebe389e,ip_7dd326cc,card_806b2c44,addr_f6178a69
acct_0e552f3b,dev_a58156c8,ip_e2b855ad,card_4beac951,addr_930b0354
acct_072e3c16,dev_c9f280d6,ip_8f42acec,card_e5e9103e,addr_180a41b9
acct_9d8cb60e,dev_5accb1e6,ip_b9a4fa42,card_d4069686,addr_5f69c540
acct_7ab3bc56,dev_deef8797,ip_4d3d7e10,card_c3993c83,addr_6d0dae8b
acct_34ca2092,dev_81c26f86,ip_2b4039e5,card_faee78a8,addr_cb4faa71
acct_e72c8843,dev_e70e1c71,ip_e463e180,card_c04a123e,addr_98a3c754
acct_44fc8b7c,dev_bc8c8f79,ip_8660b3ae,card_9536f2cc,addr_f5932e77
acct_7bf7061c,dev_b123fe9e,ip_77f0c9c2,card_6ba99dc4,addr_af722871
acct_5ae762bc,dev_4d8ee094,ip_9d6d73de,card_53e854be,addr_697e474b
acct_a4f43fb8,dev_539664d1,ip_690bc39f,card_99f0da50,addr_be549f63
acct_1ab35bde,dev_2111222e,ip_c3c315c7,card_954d06c2,addr_9942e6fb
acct_566469d6,dev_114eeeae,ip_18edf7f5,card_0f498acb,addr_27eb3354
acct_cbe16ab2,dev_62763861,ip_949275f2,card_181a0a6c,addr_b1b05e80
acct_496b9200,dev_20a39da8,ip_6c8d5197,card_c81b92c1,addr_4b254ab8
acct_676419b8,dev_ab1752d8,ip_8a308d3e,card_ee4c1f67,addr_6a6494b2
acct_ef21eeec,dev_d3fa019d,ip_07adb492,card_c18cd44f,addr_5f8bc5be
acct_8cb3e337,dev_23b98067,ip_26144373,card_a90498c4,addr_cfd13f1f
acct_c95078b8,dev_aadcd5ed,ip_e5495a0f,card_fbf57a7d,addr_00aec64d
acct_6febc0fd,dev_9796f9bd,ip_ccf780d9,card_93c901b6,addr_7247c11e
acct_6ee79719,dev_ef48f6c5,ip_35f00783,card_e6ed8385,addr_fb0579d0
acct_4c3ea1db,dev_e2e1d59f,ip_7b763667,card_0078ca3e,addr_ff5a4d53
acct_3f5551e6,dev_3e4e907e,ip_fa81453a,card_3165a9d2,addr_951188ff
acct_33ac5132,dev_b3b997fe,ip_e8f03b65,card_ab26c2fe,addr_33699e79
acct_ba9b5ad1,dev_b956973b,ip_a149000f,card_3f67d9c9,addr_2ae554db
acct_88da1ecb,dev_5dfaeecf,ip_4b20669b,card_5cdb039c,addr_9b15ba24
acct_a6a6f11d,dev_7e073b01,ip_ec3d32be,card_d49e8e42,addr_7cc3fbfd
acct_15310bf7,dev_0d9b1bbe,ip_1310035d,card_b2d538fc,addr_e433d17f
acct_1cf1b919,dev_dc96a0e0,ip_b41bf3ef,card_7259e443,addr_a7eeda49
acct_e82dd996,dev_bc0504ba,ip_9602e645,card_f4ed8587,addr_2d69302a
acct_5f1b1a6e,dev_1534cf3f,ip_b6094cbb,card_2481112b,addr_d632a61e
acct_06884a24,dev_ab2c1782,ip_f8bbc89f,card_edcaf6ee,addr_99950f77
acct_131abaa2,dev_8e909195,ip_e6e1891a,card_c19028c0,addr_6798b898
acct_229ee686,dev_5231d958,ip_a84604f1,card_d53e876a,addr_308fd87f
acct_dbd32a16,dev_2ce453b5,ip_3eae5543,card_566f39c1,addr_8782d937
acct_44ed398a,dev_faf1eb47,ip_44bf19c9,card_c97109ae,addr_ff32858e
acct_a567b7dc,dev_bf92ab4e,ip_839f3ba3,card_9711846b,addr_f68f3cf3
acct_e2fbb2b5,dev_a76ea1b1,ip_d5ce2a66,card_e97bca8b,addr_c6113562
acct_ff6a3a3f,dev_41274400,ip_029aa5bb,card_1d2d5654,addr_634fd16b
acct_c65eef7f,dev_5057f3df,ip_9d40d483,card_5000929c,addr_8003d0ad
acct_18284dee,dev_26d55cce,ip_9ae290f1,card_8d0e1c85,addr_fcefce03
acct_709aef22,dev_8146331e,ip_1f65d2aa,card_c034f0b5,addr_4721a77d
acct_c3905906,dev_9df3edad,ip_a6db2e25,card_3cbda2e2,addr_c9bb3c66
acct_a9572d28,dev_dcefb5f3,ip_9e41bdef,card_7681c4f7,addr_a6789ee6
acct_3ed47bab,dev_4c29f878,ip_afbeac28,card_04e6b168,addr_09907877
acct_dbc13477,dev_5777a233,ip_e1872dd4,card_fffcd40a,addr_cdc5772e
acct_f8abb784,dev_a166d7e6,ip_6d599e3e,card_937dfb97,addr_1f80f3a5
acct_5de9e9fc,dev_9b81f860,ip_27f75420,card_65b9c57a,addr_d4e94d28
acct_0edc0f0c,dev_79b46856,ip_1086138c,card_7fc0d451,addr_06373e0d
acct_74df4e8c,dev_9dad6d1e,ip_bdfc1035,card_3553c010,addr_adc85eba
acct_7a4708d9,dev_d4db451f,ip_ed6ea122,card_71bbce06,addr_7eb3d335
acct_fa1c0835,dev_f7ead37f,ip_1e23536f,card_3647455e,addr_926cdbc2
acct_b00fd304,dev_6a9de727,ip_5fabaede,card_f0551763,addr_34efe765
acct_d9acbcd6,dev_1d71cb10,ip_904a87c8,card_de6b970e,addr_c88facd7
acct_648d4446,dev_2b3d86c2,ip_210bca66,card_ac89f310,addr_8b406fda
acct_c9a24347,dev_411a6131,ip_8570d75a,card_10b2b5a9,addr_4cc93520
acct_a817ea42,dev_7d7ba4f4,ip_2dbbb490,card_69ca226f,addr_6ec4f344
acct_33a6f90a,dev_7b5bc6d1,ip_fb825ad8,card_bd982fca,addr_f1a7a336
acct_c3ee1f27,dev_e958f1cb,ip_2ad13133,card_11902702,addr_1f491048
acct_e1c60ae7,dev_b20db13a,ip_e53924b4,card_0c8a9ca9,addr_f5049193
acct_cbee6e93,dev_19948f43,ip_4d78036f,card_b6cc28a9,addr_c6352f68
acct_3151f24a,dev_14e1338f,ip_7f3f9a3b,card_1b2cd99f,addr_a7e96f3f
acct_c877dc5b,dev_97b6f336,ip_29a4d730,card_a4f8da5a,addr_f45e1f7f
acct_664c73e6,dev_f05c8fc1,ip_0d0fe8fe,card_617f3153,addr_181ae2a9
acct_5f87b637,dev_2e59b1ca,ip_b44fe9ca,card_0898a2e4,addr_e78540f7
acct_18d909b1,dev_fd224ea3,ip_8c87ccec,card_11ca15c8,addr_15a3f08d
acct_b2726d10,dev_af243ec2,ip_ca2618ad,card_0ccdff0b,addr_385788ee
acct_e88f8b6f,dev_fab8542a,ip_356cafb5,card_bd753b58,addr_9784b319
acct_71b7e8ba,dev_99cd33df,ip_8803ccd6,card_f10921ac,addr_91ecae13
acct_7e24754d,dev_cfc6e218,ip_02017ffe,card_14ec44f4,addr_33ebf924
acct_b428a5fa,dev_83637803,ip_206c4788,card_42ba6bef,addr_74d44df8
acct_c7eb7eea,dev_b2d7540a,ip_0bdc8305,card_91fad1bb,addr_4ba8408c
acct_e9a24df9,dev_35a1db53,ip_641d88db,card_eeb10902,addr_a4645fbd
acct_fcf20972,dev_7edef8c4,ip_fe837d1f,card_bd2d12e6,addr_9bdfd817
acct_0ed0588d,dev_21c27add,ip_bad3d583,card_522c13f7,addr_24f27c1c
acct_e0fec2d8,dev_c1de33bb,ip_5a212e67,card_c06a50e1,addr_5c6213d5
acct_46e150ba,dev_f582a7d3,ip_553db469,card_91743f3e,addr_b8b49458
acct_90ccb70d,dev_bb750257,ip_7225d289,card_e069f696,addr_a52e82fa
acct_7da01320,dev_7d493e3e,ip_cf9b4c7a,card_398e0cce,addr_adab8fa3
acct_2e06bbe7,dev_3fe26011,ip_05867830,card_e00ca8aa,addr_140e6b03
acct_0080399d,dev_e9fa1f40,ip_b042169c,card_dc0e04fb,addr_46e12127
acct_694b78f0,dev_132c7c8f,ip_d7e10bfa,card_9962bf67,addr_27980e45
acct_93fbeb74,dev_f6d1d2ee,ip_ed335e45,card_c7325ca5,addr_cf7e2b4c
acct_6ffa73c2,dev_54326479,ip_a505aa82,card_6c48c342,addr_e4b5288e
acct_755ba14d,dev_e5ba847d,ip_68d64034,card_f8daf59a,addr_b4143128
acct_00ee9a73,dev_a618333c,ip_d1e954af,card_3f4d78da,addr_35f86d3b
acct_d4281383,dev_ccb6067d,ip_6f5e4d3c,card_3718f1e2,addr_65efd387
acct_242987b8,dev_f5ffcee1,ip_5522ebf4,card_635523b3,addr_4162a46b
acct_12b64c4c,dev_7d50620f,ip_a84604f1,card_f05fef91,addr_0e2c4894
acct_780056da,dev_d7e784fc,ip_762d9077,card_549285a5,addr_b2008032
acct_50a13c98,dev_6a543ae5,ip_c47d35b2,card_42d245af,addr_c7d379d8
acct_ca12a01b,dev_1c54d76b,ip_9eeca3ac,card_66dd2a9b,addr_1b6c7e98
acct_245a311c,dev_fd39e0fa,ip_6f4f1d4d,card_59697d96,addr_7956bae6
acct_48c6cc6e,dev_c9a3ae0d,ip_5a1c1332,card_e909e98e,addr_ffafc125
acct_33150b10,dev_65f006e1,ip_7c0d4349,card_473e817d,addr_19f08abf
acct_2861e9ab,dev_4747f73c,ip_f4198a3f,card_511af39d,addr_d5c65558
acct_da855796,dev_0611ce34,ip_2a7f6126,card_cbee1f85,addr_c88134d7
acct_b7a197b5,dev_e9f0d09d,ip_ee438d38,card_41d38a40,addr_37b0c669
acct_dd6e81ef,dev_8494e3bd,ip_1cda3cc4,card_6b7f0e4e,addr_9c803897
acct_34dab953,dev_91ae62f5,ip_70f94fba,card_eb3e8b1a,addr_3ba1c2dd
acct_baaa5a99,dev_c60d0a89,ip_9dd7722a,card_9aa5ca8e,addr_eac23a68
acct_a231c75f,dev_4b434d8f,ip_a03941a2,card_be933d86,addr_9c411285
acct_6929bf53,dev_c94b0316,ip_489f133c,card_c13f3c5a,addr_44ecbfd7
acct_44d8741f,dev_505c43b7,ip_31c193c7,card_961679ee,addr_63642197
acct_de8efe53,dev_12f0855d,ip_56604996,card_2d20b848,addr_8e9c1f18
acct_60e0747c,dev_de12a3b4,ip_c8df614d,card_f6d0e20c,addr_122ccc16
acct_93f9389b,dev_08ae6f53,ip_d60af336,card_558b354d,addr_ea086105
acct_0e00f2cd,dev_4ac0c55e,ip_03548c63,card_938a17cd,addr_79e6c43f
acct_8dd7fec2,dev_a4e43dd4,ip_b62ae8a6,car_6f154a86,addr_e9936ed7
acct_eda82517,dev_f8729ef6,ip_ba855983,card_635ad41f,addr_a1d69676
acct_b8e74e71,dev_54f6bf95,ip_844d8ef2,card_8586eb24,addr_81ae12c3
acct_69e2052f,dev_b7035e10,ip_d4202cca,card_4bd8cefd,addr_73d35fd5
acct_b7c7d6e0,dev_fc8ffb99,ip_c321ac53,card_84f25c0f,addr_d0715fc8
acct_e0687e8f,dev_79e3bba0,ip_7ea2e868,card_ec52edbb,addr_12f0bf57
acct_151f4aa9,dev_57d3f686,ip_381d0c8c,card_ef9e708f,addr_83a58d62
acct_05036d58,dev_8297db61,ip_7dd5eb45,card_63339cef,addr_410fc139
acct_08067bf4,dev_89e25473,ip_4807cc38,card_d0087b06,addr_f5a995c7
acct_3a12ee35,dev_73402368,ip_6452d583,card_da35b226,addr_5c6213d5
acct_aad34390,dev_0458c4a6,ip_56992fcd,card_eca26425,addr_c65a87ab
acct_cba08efd,dev_420b7f54,ip_d9c278e8,card_3278910a,addr_29cbae78
acct_2b636843,dev_3070aa28,ip_5e4c94cc,card_5028f945,addr_06e215ef
acct_f52461f0,dev_db60a318,ip_641d88db,card_5780c9dc,addr_0d0cb8f8
acct_7e7667f5,dev_128627d0,ip_21035adb,card_d82712e2,addr_91afa658
acct_78aec84c,dev_8fd5c6b9,ip_c321ac53,card_1703d384,addr_c4e5672f
acct_a4940db5,dev_d17882f8,ip_14bc1864,card_b41b9414,addr_fde8b3c5
acct_85721665,dev_d433a2db,ip_74f87371,card_1e5c0db9,addr_73008a15
acct_24aa44b7,dev_cabec142,ip_44596bcc,card_3678e0f1,addr_3093af75
acct_1d4407d7,dev_a9cb4021,ip_a9e2dd7c,card_e213368e,addr_e004c3c2
acct_2c9daebd,dev_38276564,ip_802ea01c,card_38d10de3,addr_962ef007
acct_6d1d9db1,dev_ae257ec5,ip_0644c674,car_18e9983a,addr_acbd9bb6
acct_7138bc78,dev_3de9c85b,ip_63348bd1,card_8107e74f,addr_a72e4b9c
acct_557bfa16,dev_d517f082,ip_753213ee,card_af64b344,addr_d9b0f7df
acct_97ba6bec,dev_f80b87f6,ip_b69470fe,card_69df663c,addr_07892a39
acct_af18ab3b,dev_a00368cd,ip_827efabc,card_919f9a61,addr_05082627
acct_4f884918,dev_bd645577,ip_47a4e32f,card_b2135508,addr_77013b70
acct_0476f432,dev_48468a95,ip_8aac3d77,card_b8bf9140,addr_c216f7fa
acct_c8dcab4b,dev_08c8dcfb,ip_0e0a9c1d,card_a32af4d2,addr_beec1df3
acct_c7417ef1,dev_8581cc93,ip_5040b798,card_957831f7,addr_5399f05e
acct_c20218ad,dev_10a331fb,ip_785aba1c,card_f2a64f95,addr_2b4a5b99
acct_400fb24b,dev_ab5240ee,ip_8fd1c653,card_1e590c28,addr_91cdcd7b
acct_a730b0b5,dev_14e64aba,ip_794c891f,car_a5942218,addr_baa3877f
acct_ca808231,dev_da780f66,ip_fe823323,card_ad5b2904,addr_f52218d9
acct_23b51101,dev_6de5ae62,ip_4c07c48b,card_ecf295ab,addr_fbfccb75
acct_4ad7170b,dev_ec61afc3,ip_380898bb,card_cfe38367,addr_da6a2d20
acct_063d962c,dev_a653c7a5,ip_2ad13133,card_92b4f8c8,addr_ac94a46d
acct_7526485b,dev_f2e86b56,ip_26ef45b2,card_e6d6699b,addr_6f2459b2
acct_be120b7a,dev_465addc3,ip_31258d5b,card_e1010828,addr_251fccb5
acct_88dcffb7,dev_99190765,ip_0894ea51,card_ec9d6c4c,addr_7d568804
acct_3d1557cf,dev_790d09bc,ip_3ce732b5,card_0526f423,addr_c6d0a5d2
acct_95bc9202,dev_38484d84,ip_6ded6a67,card_bc3c34a8,addr_b7f5bf89
acct_6ba97f3b,dev_3d6837a2,ip_eb60199e,card_2dacb21f,addr_4abddedf
acct_3d7b043e,dev_1dfe7a8e,ip_c1e9bda6,card_8ae7c545,addr_2e251c85
acct_3565295e,dev_7a569670,ip_a74f2aa1,card_87e910f5,addr_98a3c754
acct_142384ca,dev_5de90b8d,ip_0b5bff0a,card_eb31ff3f,addr_56537870
acct_2e9b8695,dev_bf4f353f,ip_960a99f0,card_13d00c41,addr_325addf5
acct_7d2599cb,dev_8dd2a606,ip_ad362446,card_4ab54f35,addr_f2b063ae
acct_877f2892,dev_bb03c65b,ip_ef09b8e6,card_4972987d,addr_fe2cd1d7
acct_a95ebf74,dev_6503be85,ip_130fc9ca,card_aa8d22e8,addr_4186a44c
acct_86e593d5,dev_6e9fa035,ip_63fd21d2,card_6fcb0481,addr_72762116
acct_309be990,dev_d969c642,ip_584666c0,card_e9ab0e3f,addr_5970fa02
acct_de4db261,dev_24d239e6,ip_dbfd9b71,card_30daa745,addr_20aa4655
acct_66788bf6,dev_adb85ce3,ip_08070167,card_107e2d73,addr_25253475
acct_d012c387,dev_0b154d43,ip_2d36f8f0,card_af89cf95,addr_4a4b359d
acct_488c9202,dev_a3f9c144,ip_1b8caf3d,card_a3715608,addr_adb6c83c
acct_29c7a8d9,dev_042e5f13,ip_033dd04b,card_f270723e,addr_54a34388
acct_1bfaa36d,dev_04d8188a,ip_f9acaf97,card_8a203462,addr_b8ebe807
acct_3bbe5f04,dev_82caae8f,ip_5b72b834,card_7d15e014,addr_a4af06e4
acct_4053d9cf,dev_c1392db1,ip_42c40de8,card_c6a7bc57,addr_28606600
acct_7bd6706f,dev_c96352ca,ip_7a19680c,card_146f8940,addr_1cb3fbe5
acct_9191e8c7,dev_230477a5,ip_655dd975,card_d8b13a6a,addr_3c69ebab
acct_f4c0d7b6,dev_6c8d0e76,ip_3d24cc91,card_77a307fd,addr_9c0f30f2
acct_815b7772,dev_248dfeb2,ip_e538eb4f,card_3c472206,addr_14bfbebe
acct_7048d889,dev_80bd568a,ip_c523f05f,card_bef0f0de,addr_0299cdde
acct_1369474e,dev_be26f09e,ip_14d0a0aa,card_75a12322,addr_4d2eab41
acct_b49b0499,dev_8e413de4,ip_9c0617a3,card_ee55062e,addr_72fe2a7e
acct_5afe1980,dev_87ab953d,ip_904b1520,card_c3bb0401,addr_5cd5bf0e
acct_997681c6,dev_424dd331,ip_b6e24863,card_18ce8442,addr_d3ae7b9b
acct_526d8e43,dev_72a5ca07,ip_022222aa,card_11d51398,addr_24bcddab
acct_b469cd30,dev_800955e6,ip_84eb6e26,card_f8e2ec89,addr_d23fc16f
acct_359ec3fd,dev_d60dc1ab,ip_5313ac63,card_17c48fa7,addr_e2ef03dc
acct_d4cd679d,dev_8b8d0894,ip_8aa47ad4,card_6c9a5d25,addr_b7fe4afc
acct_e82c9943,dev_3c022001,ip_c32d0ca4,card_08935fef,addr_d8fe61ef
acct_1a27b4f0,dev_834b4681,ip_61a7dd57,card_f19f5360,addr_b4ec0a0d
acct_96974243,dev_cdc976e0,ip_07adb492,card_21c6be17,addr_dfd9b3ce
acct_bff2059f,dev_eac1cfcc,ip_aa5c9b71,card_93f18ade,addr_7bfd5d12
acct_6e00c329,dev_4823f1e4,ip_6b760912,card_ce038f97,addr_33cc7940
acct_b082e4f1,dev_01196c20,ip_97e70950,card_9f689c57,addr_582f68b3
acct_b5760501,dev_6036c0bf,ip_43728f3a,card_f3453d6f,addr_871accd1
acct_c8049c50,dev_fc319e8a,ip_d640a9d7,card_71be2204,addr_9a30441b
acct_ee84f4c5,dev_a5068375,ip_1e91a9ee,card_4723a4b2,addr_2e5bc53a
acct_f92572f9,dev_b6941a4f,ip_d642c120,card_e1550190,addr_818aff57
acct_a6435d03,dev_5b88e25f,ip_16363339,card_f382fee2,addr_b9d20115
acct_4a3f571d,dev_f2a4f274,ip_56139cb1,card_f5a7a1d0,addr_2b633d00
acct_67121e42,dev_c2f4ab53,ip_e211834b,card_414866f4,addr_62c586a3
acct_1583a7e4,dev_e959f647,ip_c9a09e5a,card_5ad36a04,addr_57b6ec07
acct_4c839354,dev_bbe0158a,ip_53d09d30,card_6a9e9c54,addr_5dc60522
acct_ea588859,dev_e44f38d4,ip_cd3a176e,card_90ffa9ef,addr_c296f16e
acct_51a39f02,dev_a71bf8ef,ip_4b8c0673,card_51298fc6,addr_bb46fa61
acct_c5e40a36,dev_8018dc5d,ip_c3f72113,card_96978d48,addr_f5a995c7
acct_6cdda68b,dev_248dfeb2,ip_ed7e061e,car_2e922ba2,addr_9124d79f
acct_248dcd7a,dev_74d51c93,ip_06c20822,card_fe5da71b,addr_b85adca4
acct_b9204ac1,dev_9bb71ffc,ip_13a2d9fa,card_097e5a91,addr_81d0755b
acct_4ae2b729,dev_0ff213fa,ip_65e50359,card_d5f02881,addr_d10a37db
acct_af4f95de,dev_4bdc5935,ip_1347d8ba,card_582baf62,addr_d2af75f0
acct_b9940fec,dev_364ee097,ip_cb6f2830,card_5e478034,addr_724c017d
acct_a1622446,dev_5b5af0d1,ip_b40f8f96,card_6a43d2b7,addr_56961d1f
acct_460908cf,dev_fcf1db0d,ip_2f827b03,card_4dd60b66,addr_158c4594
acct_227bc4d9,dev_4e9facbe,ip_f273d4c3,card_68c61c2a,addr_4100ec96
acct_63eb73cb,dev_1d11a670,ip_dfe0d1b3,card_e90d50bb,addr_bd8d0a1e
acct_f7a39bed,dev_931d552e,ip_8e9d4410,card_4a9c12be,addr_7980a9ec
acct_d3379238,dev_3d1fcfef,ip_5d1d9a50,card_af338b4c,addr_8e7bc0be
acct_8d0bc0e7,dev_1737ae72,ip_8a193fcb,card_1b9060d6,addr_f61f767f
acct_557f6815,dev_915f04b1,ip_2e717def,card_ddd0eab8,addr_6a894cc9
acct_1e2dc5e6,dev_ffcae850,ip_35c11766,card_57a388df,addr_77563f66
acct_2574e114,dev_e780a5d2,ip_2dbe1afd,card_99edcce1,addr_f53b0ac8
acct_062996bb,dev_80d472f9,ip_f57359d3,card_1a157f32,addr_943c1a65
acct_e1bea155,dev_e6cc4bab,ip_10141196,card_9f290b59,addr_550e8051
acct_3a80a74e,dev_5cc75499,ip_1cce60fc,card_70e8d009,addr_2f4c4e4b
acct_3cdcf4df,dev_f9b17ff9,ip_c765b708,card_e8e75f61,addr_689fd9fe
acct_07b7a601,dev_fc7decec,ip_745d770b,card_3b16a882,addr_3254e351
acct_19021c49,dev_7b0b2a63,ip_553db469,card_cdd0886b,addr_70063877
acct_171b118e,dev_c301835d,ip_69863866,card_a0fb87a8,addr_4cdb03ab
acct_0490bf5c,dev_91bd3bc4,ip_b6e8cfbf,card_ede536b9,addr_439a6269
acct_7150c5aa,dev_3629a424,ip_c1b641fd,card_1a856f6e,addr_e23bb007
acct_a9d182b8,dev_b96b606e,ip_2c8aa425,card_89dd0954,addr_b3e7548a
acct_b46f6cfe,dev_a0a290dd,ip_56cbfe42,card_688500ff,addr_1edaab06
acct_0a9454c6,dev_f74fadd9,ip_bdc69393,card_0d9cc8f3,addr_21ba0fb6
acct_ad4f0b38,dev_5d5e6719,ip_99b06bc9,card_e66da622,addr_c328e7c2
acct_59fca77a,dev_4aaaa603,ip_59395fa9,card_b86fb2ef,addr_992a4b2c
acct_f452473b,dev_fb6529a6,ip_54507057,card_24fc07c0,addr_bc51334b
acct_aabadd4f,dev_3e6c6ba5,ip_d74c2ea2,car_a60a6069,addr_a10ebdc0
acct_1017b4e7,dev_960954bc,ip_488d64bf,card_de1eac51,addr_d7154b65
acct_ad80e73d,dev_7c8d0e96,ip_3ac286ec,card_0aeafa97,addr_3d05ac89
acct_5a96c5ec,dev_a1c7f2c9,ip_8b351ced,card_8e8ba182,addr_273648fc
acct_8ab28cfe,dev_46004938,ip_c0701ba5,card_8dc8b895,addr_1135fd98
acct_c7f3fb51,dev_a9b133af,ip_0f211ee8,card_d10b9bef,addr_45313dd8
acct_ad818035,dev_e8729541,ip_80e3dccc,card_2f709738,addr_7296730f
acct_c1cb5db7,dev_f12e2e1e,ip_4de4bc75,card_1eca6162,addr_450e01cb
acct_16c8b9fd,dev_c80e80d1,ip_6560c9cc,card_bc4c249f,addr_f92d588f
acct_dcac6fc3,dev_adaee050,ip_d4202cca,card_b5e43019,addr_33d8cca0
acct_e52531bc,dev_51f634c9,ip_f560952e,card_48f1b458,addr_4bd27654
acct_eab1bc81,dev_4daa960b,ip_6f10e925,card_c8163c2c,addr_e5bf6fdb
acct_052abf20,dev_353022ce,ip_15d0e9c1,card_0447ed93,addr_1c74f38c
acct_f9ef9593,dev_0ad0607f,ip_939f2e80,card_9ebea90b,addr_8a2ae256
acct_dbb971ae,dev_5ae3a8c8,ip_40dc23c5,card_684b9fbc,addr_cec52d27
acct_e0e9b438,dev_f3313312,ip_f2f5d785,card_0d77b89f,addr_2f170c9c
acct_2794b875,dev_7ca0eeed,ip_25a1d93b,card_7229d2f2,addr_5a237b86
acct_e484cfde,dev_422c6e53,ip_30e8bc33,card_ad2bea3a,addr_d9fbf48a
acct_606eaf94,dev_00591698,ip_0ca889ac,card_fadc1c69,addr_94f4133d
acct_3c043af5,dev_711788f9,ip_6b9f735d,card_99c553f5,addr_64b3474c
acct_b5c8f45e,dev_d2327269,ip_aba8111d,card_03ac9e8f,addr_9ceaee98
acct_4cf3970a,dev_f6868be5,ip_a7d5efca,card_ecedd8c1,addr_2bb03619
acct_b4b13675,dev_39297b55,ip_ea37e271,card_4e50da91,addr_3eeb79fd
acct_5db730ff,dev_1e4b951e,ip_11230b27,card_04df8b68,addr_7e2c66e0
acct_d15323d3,dev_1068c114,ip_029664f4,card_13a36332,addr_77dd48fb
acct_16e1ca6c,dev_b66b1654,ip_2dd805de,card_d67c4eb1,addr_b5db93cf
