account_id,is_fraud_ring,ring_id
acct_2f268e25,0,
acct_97dfb9a5,0,
acct_04567173,0,
acct_371ea953,0,
acct_c0dc8890,0,
acct_1d9cfa84,0,
acct_dc0ace4a,0,
acct_4a4d98b4,0,
acct_9fcc882e,0,
acct_c0defdf5,0,
acct_6c5d4571,0,
acct_8d87533c,0,
acct_bdf5ef41,0,
acct_08389ef9,0,
acct_f4a50678,0,
acct_cfa44d90,0,
acct_c51b6526,0,
acct_779f1c9c,0,
acct_ecf662da,0,
acct_7bb704ec,0,
acct_999d9184,0,
acct_8e989353,0,
acct_16d788fc,0,
acct_526fea43,0,
acct_50bbac4d,0,
acct_7f59f12f,0,
acct_f0e3e6ba,0,
acct_22df3357,0,
acct_b7af86ee,0,
acct_b573ff64,0,
acct_2bc216a8,0,
acct_c50fc41f,0,
acct_811e66ff,0,
acct_8df367bc,0,
acct_601a823b,1,ring_6
acct_58b4cd70,0,
acct_746aa92a,1,ring_2
acct_8c808eb7,0,
acct_7bedc3bc,0,
acct_31029c60,0,
acct_c5343e5b,0,
acct_af072b76,0,
acct_a5131cf7,0,
acct_29e83731,0,
acct_e9caa60f,0,
acct_2489e8cd,0,
acct_5e6e6818,0,
acct_e285f4ce,0,
acct_8b4966ae,0,
acct_a9cfe4fe,0,
acct_ebb28067,0,
acct_f08f8c25,0,
acct_7b5376ac,0,
acct_baf4f640,0,
acct_7f4dbc3c,0,
acct_aca5a087,0,
acct_70689418,0,
acct_08034bc9,0,
acct_03845fe3,0,
acct_d6cc8a51,0,
acct_32368989,0,
acct_aa46c8f7,0,
acct_c575e5bc,0,
acct_9020c246,0,
acct_4ab7bc26,1,ring_5
acct_7743a14e,0,
acct_18a86877,0,
acct_8de03e31,0,
acct_e898cb20,1,ring_3
acct_28e3dbe5,0,
acct_cb2b57f8,0,
acct_ba3f14ef,0,
acct_9f331971,0,
acct_d46dc8f5,0,
acct_46a3589d,0,
acct_0527b28b,1,ring_10
acct_47481b34,0,
acct_9e71e9ac,0,
acct_6165b0ed,0,
acct_f6be02eb,0,
acct_dbb2de63,0,
acct_a5330558,0,
acct_b14cc828,0,
acct_7bb1877e,0,
acct_194569b9,0,
acct_51d250ab,0,
acct_0628df32,0,
acct_59a6001b,0,
acct_c9686821,0,
acct_1356dc46,0,
acct_a167172f,0,
acct_b5ce2628,0,
acct_72f9ac88,0,
acct_19d6523d,0,
acct_acd01d19,0,
acct_ad22c963,0,
acct_ba42ba05,0,
acct_7d6cda98,0,
acct_0d014a09,0,
acct_fbf3feb9,0,
acct_b2d50745,0,
acct_c81da4a3,0,
acct_44fe74e0,0,
acct_d8c5b84f,0,
acct_5bb5a484,0,
acct_c972dbd9,0,
acct_b923d738,1,ring_8
acct_edcd4fbf,0,
acct_2ae47df0,0,
acct_4d89be85,0,
acct_ca1eea22,0,
acct_a2311c08,0,
acct_2eecd7a6,0,
acct_a4cff4d2,0,
acct_63a6e1e2,0,
acct_508e40f4,0,
acct_4dcbb90d,0,
acct_64cc0059,0,
acct_64ba2e75,0,
acct_bfff46b8,0,
acct_284dc16f,0,
acct_9ec3b06a,0,
acct_7ae04b80,1,ring_8
acct_f68bd4d3,1,ring_2
acct_0030e82c,0,
acct_d9b09c06,0,
acct_690e4ccc,0,
acct_8f235592,0,
acct_5af45e66,0,
acct_7255f807,0,
acct_b4b11b60,0,
acct_4bb3d80d,0,
acct_b20c6b52,0,
acct_12cc820c,0,
acct_13c3224e,0,
acct_b3c6485c,0,
acct_7980dc90,0,
acct_e0e43c49,0,
acct_a814d991,0,
acct_2e3cbed3,0,
acct_1f870ea0,0,
acct_ba8760a3,0,
acct_3f117f96,0,
acct_58048e88,0,
acct_962cc97e,1,ring_3
acct_bb9433f0,0,
acct_32bc1754,0,
acct_aa76ec83,0,
acct_412528f9,0,
acct_8563e270,0,
acct_2afb5670,0,
acct_223fb2a5,0,
acct_58c8edfe,0,
acct_c9abbb53,0,
acct_95b8e5ed,0,
acct_1b324063,0,
acct_d06442fc,0,
acct_216b516c,0,
acct_0a4fbc6c,0,
acct_78ff9b5a,0,
acct_e390022d,0,
acct_a307ad14,1,ring_6
acct_5c634306,0,
acct_b1b5bdd3,0,
acct_e81764d6,0,
acct_1624e752,0,
acct_3c0d135e,0,
acct_bcedaa6a,0,
acct_a0c62078,0,
acct_bd30a762,0,
acct_10495713,0,
acct_ea50db43,0,
acct_7555fb91,0,
acct_d4df6d35,0,
acct_59804915,0,
acct_99515853,0,
acct_fe643865,0,
acct_265d665a,0,
acct_13413f44,0,
acct_e77d1fdc,0,
acct_99c8f690,0,
acct_fa64b54e,0,
acct_a0cf9aea,0,
acct_3d4cd810,0,
acct_4d0d72bc,0,
acct_a5630efe,0,
acct_bfc08b0e,0,
acct_82f42af9,1,ring_7
acct_e0aa5155,0,
acct_433dd3a3,0,
acct_bf30276b,0,
acct_0d8019cc,0,
acct_c84c9d6c,0,
acct_1d9ecc09,0,
acct_ca1a7657,0,
acct_0b497046,0,
acct_d8c1a7fe,0,
acct_63cb7520,0,
acct_7003c090,0,
acct_9a68bbb7,0,
acct_6f3e159d,0,
acct_aedfe494,0,
acct_578ddf44,0,
acct_9aee3a1a,0,
acct_d15e94da,0,
acct_3150f256,0,
acct_a2d1d501,0,
acct_0b6cb2c1,0,
acct_8e7c6870,0,
acct_830fef06,0,
acct_e612dcc9,0,
acct_30227d05,0,
acct_0f833248,0,
acct_8346f433,0,
acct_0b74c3d6,0,
acct_31cb7020,0,
acct_286ed21a,0,
acct_6315958d,0,
acct_d7f94876,0,
acct_e2d249c6,0,
acct_7ae9ed52,1,ring_14
acct_82270b4e,0,
acct_1c99e988,0,
acct_b6c4807d,0,
acct_ef9c22fa,0,
acct_5601a817,0,
acct_a50f3438,0,
acct_e8cde2c6,0,
acct_ea9a8c1a,0,
acct_b3030ce9,0,
acct_c0fe2bcf,0,
acct_29a1fdcd,0,
acct_2d83b859,0,
acct_536d4303,0,
acct_28e4d586,0,
acct_e317ff00,0,
acct_8392eeaf,0,
acct_d0984d76,0,
acct_1c9ba8bf,0,
acct_8c38d236,0,
acct_59a5303f,0,
acct_489900fe,0,
acct_879d2329,0,
acct_e759e43e,0,
acct_43b132fa,0,
acct_ce2f50f4,0,
acct_ed2b133a,0,
acct_9b083953,1,ring_2
acct_496688ee,0,
acct_d56bb49f,0,
acct_c5fce725,0,
acct_a5c0ac26,0,
acct_5aa0ca0b,0,
acct_91f04aa7,0,
acct_b11b8fb2,0,
acct_50bf1554,0,
acct_28aba6d3,0,
acct_12928472,0,
acct_8fe104af,0,
acct_fa1d8101,0,
acct_caf16525,0,
acct_29f99c32,0,
acct_03c7ec1a,0,
acct_fccf1b4e,0,
acct_a5d1c974,0,
acct_12f8f3ab,0,
acct_34c89b1e,0,
acct_56c4c707,0,
acct_7521ec29,0,
acct_c4738dea,0,
acct_308d161c,0,
acct_8ba9716f,0,
acct_d1924bc8,0,
acct_558a5ae4,0,
acct_202abc23,0,
acct_b3c4c920,0,
acct_f997ac97,0,
acct_6900643a,0,
acct_cae7cbe2,0,
acct_b7d7c377,0,
acct_ec6a4eca,0,
acct_cd67f1e6,1,ring_11
acct_70fd26cc,0,
acct_4d016caf,1,ring_4
acct_2e50684d,0,
acct_109853b4,0,
acct_031b0f7f,0,
acct_16b21fcb,0,
acct_30bc74a5,0,
acct_42392615,0,
acct_538128d5,0,
acct_1d6c7b23,0,
acct_d9526ee1,0,
acct_c3efe855,0,
acct_b1dab161,0,
acct_bcaa23e9,0,
acct_02aa587b,0,
acct_2175485a,0,
acct_81503aa4,1,ring_6
acct_264435c0,0,
acct_f2cde02b,0,
acct_667764aa,0,
acct_213cdd83,0,
acct_628f482d,0,
acct_044f2c39,0,
acct_2cc0484d,0,
acct_d958cf81,0,
acct_b6d1413b,0,
acct_43a40428,0,
acct_898af983,0,
acct_f5dc28e9,0,
acct_796b1ee3,0,
acct_14f5c30a,0,
acct_266a88a8,0,
acct_0142a766,0,
acct_0f4cf5c3,0,
acct_8a01eb8b,0,
acct_520b310b,0,
acct_3f03aad2,0,
acct_86101ced,0,
acct_2ba0ea0d,0,
acct_c863e95b,0,
acct_8f188926,0,
acct_b2678c69,0,
acct_cd05e9ae,1,ring_12
acct_184f037f,0,
acct_8889e846,0,
acct_480cefa0,0,
acct_a6ce515c,0,
acct_34d3d71a,0,
acct_b8199afa,0,
acct_b81cf9bf,0,
acct_9a62cc76,0,
acct_d608f2aa,0,
acct_018e1799,0,
acct_3ccf9998,0,
acct_085b3a59,0,
acct_2837ba6d,0,
acct_b7eacdee,1,ring_8
acct_73f6b9a5,0,
acct_38b57724,0,
acct_d67a1848,0,
acct_62983994,0,
acct_e50785b0,0,
acct_28cfff12,0,
acct_18b42431,0,
acct_4274e50f,0,
acct_5b65ec58,0,
acct_7ed4243b,0,
acct_228faff2,0,
acct_bb0f1244,0,
acct_9e0afdad,0,
acct_3d4263c6,0,
acct_27383fac,0,
acct_1b5a3c74,0,
acct_4be453bd,0,
acct_a47bb5a6,0,
acct_109a150d,0,
acct_9fa2c378,0,
acct_aae19a49,0,
acct_a308c411,0,
acct_965205bc,1,ring_6
acct_b028ffe0,0,
acct_17fb31e9,0,
acct_ad409202,0,
acct_bf5e6fa0,0,
acct_7cf5d04a,0,
acct_44c93e54,0,
acct_35712f4c,0,
acct_6db4e602,0,
acct_e7a410be,0,
acct_f679adc5,0,
acct_8ac551c8,0,
acct_4326c858,1,ring_12
acct_9aaaebd1,0,
acct_0f6f60f6,0,
acct_62e146cd,0,
acct_0ba74f5f,0,
acct_47725130,0,
acct_8a7956b1,0,
acct_3d719076,0,
acct_c7077325,0,
acct_a1f07879,0,
acct_799541b5,0,
acct_da497204,0,
acct_0ef81df9,0,
acct_79255aec,0,
acct_c0deffa8,0,
acct_6c2a7fe6,0,
acct_c56053a1,0,
acct_dd7688df,0,
acct_39cd6bfe,0,
acct_a71eb867,0,
acct_04315826,1,ring_11
acct_937cd5c4,0,
acct_dfc942fa,0,
acct_30ce80d3,0,
acct_7357e4e5,0,
acct_0a36ce4f,0,
acct_14b35aac,0,
acct_71a89f35,0,
acct_e6e81e1c,0,
acct_1397ebc1,1,ring_6
acct_26039951,0,
acct_0181e9a0,0,
acct_b1af713a,0,
acct_d56e8ee1,0,
acct_bc2b3b58,0,
acct_8b4a6f64,0,
acct_50690aa8,0,
acct_ad2ec580,0,
acct_93d5e3af,0,
acct_3818ee36,0,
acct_7c6e3a7b,0,
acct_3336235a,0,
acct_c31b08be,0,
acct_1e6d089e,0,
acct_ce5226c4,0,
acct_732b9a8f,0,
acct_e0f539df,0,
acct_e9d0baef,0,
acct_426b0a4b,0,
acct_5803fb23,1,ring_2
acct_7f3abe55,0,
acct_2f676980,0,
acct_aae49d68,0,
acct_fa43b2c4,0,
acct_9c9d9da3,0,
acct_658de2fe,0,
acct_6a687a58,0,
acct_4da800ee,0,
acct_58c23342,0,
acct_d73b60ff,0,
acct_618d96b4,0,
acct_cb3e3d2c,0,
acct_5f48cc94,0,
acct_910ab6de,0,
acct_ba77f8df,0,
acct_56eb8d37,0,
acct_2ab947b9,0,
acct_5fea345c,0,
acct_fe22aa7e,0,
acct_9b9e9556,0,
acct_63a364dc,0,
acct_9f1221c6,0,
acct_08fdcc91,0,
acct_fc80bf12,0,
acct_37005f05,0,
acct_a7ce1e31,0,
acct_17a5db17,0,
acct_34d2cce6,0,
acct_d534c396,0,
acct_d15a9152,0,
acct_dcffee35,0,
acct_2267459d,0,
acct_4f027aab,0,
acct_536624b1,0,
acct_2ec26a95,0,
acct_1020e8f4,0,
acct_cf6d28d6,0,
acct_fe7e5879,0,
acct_539e005d,0,
acct_0eecbbd3,0,
acct_f1564777,0,
acct_3058f609,0,
acct_9ed236c6,0,
acct_248f0bce,0,
acct_7864b51a,0,
acct_583696dc,0,
acct_97febae8,0,
acct_97385c3b,0,
acct_fd35e8dd,0,
acct_5bec37ee,0,
acct_8c908918,0,
acct_c1f969e5,0,
acct_6bc39510,0,
acct_b110b3e6,0,
acct_92ab7ad6,0,
acct_e72450a7,0,
acct_afe3b555,0,
acct_51cca89f,0,
acct_1171dc76,1,ring_6
acct_522e8b54,0,
acct_d95137ba,0,
acct_83908ad9,0,
acct_83946ba8,0,
acct_3fbeb7b2,0,
acct_a66c5223,0,
acct_8d5495df,0,
acct_03a7409e,0,
acct_6cd3d010,0,
acct_9cb3d36c,0,
acct_cebba35b,0,
acct_fe89f121,0,
acct_16376a3e,0,
acct_9918ce27,0,
acct_e72d33fe,0,
acct_21378447,0,
acct_f2b5e861,1,ring_7
acct_b0961ad4,0,
acct_ed19d73b,0,
acct_d16f727d,0,
acct_125daecd,0,
acct_d435559b,0,
acct_202d1263,0,
acct_282343c7,1,ring_5
acct_c9b0b148,0,
acct_12b71efd,0,
acct_676dd86d,0,
acct_15fd6ceb,0,
acct_f2fbab73,0,
acct_98c34abb,0,
acct_8b0bc48a,0,
acct_5f831942,0,
acct_d53e276f,0,
acct_a8aa4e11,1,ring_4
acct_76fe8ba6,0,
acct_9f284ad9,0,
acct_45a38480,1,ring_11
acct_118b3ef9,0,
acct_7fa268a6,1,ring_5
acct_2443d648,0,
acct_f72c105b,0,
acct_0567c35e,0,
acct_71a71827,0,
acct_35d85ca9,0,
acct_de9b6d78,0,
acct_6d94230c,0,
acct_e4d2aef2,0,
acct_295ea758,0,
acct_cdca9f48,0,
acct_a1ddb6b5,0,
acct_08b58700,0,
acct_2aff3309,0,
acct_9ed8eb86,0,
acct_46b26b1e,0,
acct_ad7661cf,0,
acct_21cf4d7d,0,
acct_a4f56ddd,0,
acct_f6e1988a,0,
acct_133884e6,0,
acct_99c05b23,0,
acct_09a8fa7c,0,
acct_b39e5a18,0,
acct_cf14b1be,0,
acct_5969af56,0,
acct_56543e1b,0,
acct_40379689,0,
acct_c5d62abe,0,
acct_9d9db974,0,
acct_aa2aecc1,0,
acct_f3fc90d5,0,
acct_a92e036e,0,
acct_e99076fe,0,
acct_effd7175,0,
acct_6c46ecb0,0,
acct_68907c52,0,
acct_b172360e,0,
acct_90f66ecc,0,
acct_e3c7fcfd,0,
acct_d76d7a43,0,
acct_cf0be507,0,
acct_25a75e83,0,
acct_9a4f9c59,0,
acct_50cc5260,0,
acct_b4be34ec,0,
acct_3b303f95,0,
acct_b6e9dbeb,0,
acct_51156e6a,1,ring_10
acct_41a7a93e,0,
acct_00641d68,0,
acct_21d6425c,0,
acct_1379bef8,1,ring_5
acct_7e6babc7,0,
acct_238e9fe5,0,
acct_bbc57b20,0,
acct_9b32fcee,0,
acct_03decb04,0,
acct_44ba9f44,0,
acct_371c9135,0,
acct_8cca3140,0,
acct_9158c99d,0,
acct_afe8ae14,0,
acct_c8e7b6bd,0,
acct_4eaeb806,0,
acct_f9cdb220,0,
acct_defc337f,0,
acct_6518b807,0,
acct_e0897cf4,0,
acct_00e3a40f,0,
acct_bae7f1d8,0,
acct_b205b2d8,0,
acct_1bd9e1a0,0,
acct_8096a60e,0,
acct_8c9b5775,0,
acct_f4284c16,0,
acct_4a685ae5,0,
acct_8cb3d91c,0,
acct_07eb6150,0,
acct_41a3a672,0,
acct_8069d19d,0,
acct_a04280fa,0,
acct_75f0ee4f,0,
acct_7b030335,0,
acct_bbbe403c,0,
acct_f0d92e71,0,
acct_04b6b459,0,
acct_33a6e117,0,
acct_51709520,0,
acct_12ea9459,0,
acct_9f7b55d8,0,
acct_a63f423d,0,
acct_18b841bc,0,
acct_8a5ebdf0,0,
acct_af609d01,0,
acct_e574f160,0,
acct_2f3e11fe,0,
acct_0995701f,0,
acct_90612d0f,0,
acct_320e1e28,0,
acct_14b3379a,0,
acct_066fa712,0,
acct_5fee32b9,0,
acct_0eeb2821,0,
acct_ecda987d,0,
acct_94f828ef,0,
acct_60081f06,0,
acct_d52d5a2a,0,
acct_4bb22cd4,0,
acct_11d1942d,0,
acct_e38a8748,0,
acct_589f957c,0,
acct_e84350b1,0,
acct_947aa8e2,0,
acct_9ef83820,0,
acct_df4ffeb7,0,
acct_b8c44610,0,
acct_804a63a6,0,
acct_ef34f9a8,0,
acct_999409e8,0,
acct_4b2ef863,0,
acct_6a71ceb2,0,
acct_d470cc61,0,
acct_7515e6bd,0,
acct_c62150dd,0,
acct_53fe9db6,0,
acct_53f72187,0,
acct_9827cddb,0,
acct_c40955db,0,
acct_a26bd99c,0,
acct_a57c10e6,0,
acct_092542bb,0,
acct_6a1c569b,0,
acct_7e56b2e2,0,
acct_85f6e8b8,0,
acct_c6cdbf0e,0,
acct_741007ed,0,
acct_c57ff82e,0,
acct_33c3a37f,0,
acct_16cc76c8,0,
acct_5eb71c69,0,
acct_a79ace15,0,
acct_affc0976,0,
acct_437e1216,0,
acct_80dac904,0,
acct_434f36ae,0,
acct_1fd7c76e,0,
acct_0fd9d7ec,1,ring_13
acct_2dff1ef7,0,
acct_3aa296ab,0,
acct_672f31f6,0,
acct_726b8234,0,
acct_9e89d7c4,0,
acct_e25ccef8,0,
acct_28dbf837,1,ring_1
acct_edec211e,0,
acct_fc978bb2,0,
acct_681f3e7b,0,
acct_55f47298,0,
acct_cbe0efcf,0,
acct_5a3c0b72,0,
acct_4d9f8b22,0,
acct_c1249b1e,0,
acct_81443792,0,
acct_0b0a6321,0,
acct_a27e9dcd,0,
acct_399dbcdf,0,
acct_8700ae0f,0,
acct_1794d658,0,
acct_cf553347,0,
acct_e2f8b1fc,0,
acct_b4a11566,1,ring_9
acct_c944ff0e,0,
acct_fda99718,0,
acct_98bb2f86,0,
acct_07e16413,0,
acct_5f31c360,0,
acct_c92d55c2,0,
acct_f6af0bd2,0,
acct_6372e190,0,
acct_b60237a9,0,
acct_03007deb,0,
acct_71c77ff4,0,
acct_e17b8fd5,0,
acct_4942a13f,0,
acct_2c85e010,0,
acct_cf1c7bd7,0,
acct_ebb56dc9,0,
acct_26cc4a80,0,
acct_18b18865,0,
acct_1c9b1d5a,0,
acct_a41b6440,0,
acct_6742ca8a,1,ring_14
acct_61ef16bd,0,
acct_486e5d63,0,
acct_eae990a6,0,
acct_b70990e4,0,
acct_6b9733b4,0,
acct_9b0ec66a,0,
acct_54956e74,0,
acct_2141a820,0,
acct_e92df56a,0,
acct_29053298,0,
acct_037acea1,0,
acct_49cc7d40,0,
acct_48f29d3f,0,
acct_220a09f2,0,
acct_545079d3,1,ring_13
acct_23ea9daf,0,
acct_9a66ed44,0,
acct_c9c0c311,0,
acct_3d204cd7,0,
acct_976fdcda,0,
acct_14f011ad,0,
acct_3af8306d,0,
acct_40bcb1fb,0,
acct_1ceb5fd6,0,
acct_1fadc84e,0,
acct_ea24862a,0,
acct_729b2ae5,0,
acct_854afa09,0,
acct_d11e472e,0,
acct_2e9ded8d,0,
acct_69debd1a,0,
acct_a6ab535e,0,
acct_d06ab2fa,0,
acct_c7dcb594,0,
acct_a8d5fbc3,0,
acct_b5c0eb20,0,
acct_c2486680,0,
acct_ac7ee2f5,0,
acct_a44610da,1,ring_12
acct_46d3b269,0,
acct_46578a2b,0,
acct_d1571b3d,0,
acct_3a6c2e73,0,
acct_b104c91a,0,
acct_86cf76eb,0,
acct_69cee470,0,
acct_3267849b,0,
acct_5ec904f9,0,
acct_ef31557f,0,
acct_1e1ed5c8,0,
acct_69631579,0,
acct_4e64cb39,0,
acct_9a8619ca,0,
acct_125179ae,0,
acct_23ed2857,0,
acct_90ca3a73,0,
acct_8e929ab5,0,
acct_e80370c1,0,
acct_9bf07a62,0,
acct_795635c7,0,
acct_28927364,0,
acct_9a4c81ae,0,
acct_2428ad6d,0,
acct_8b9a215d,0,
acct_0c3b7c97,1,ring_10
acct_db7d00f8,0,
acct_e2298f04,0,
acct_0a7cab29,0,
acct_689d06cc,0,
acct_906d4f3b,0,
acct_afd5057d,0,
acct_c2b33a8b,0,
acct_875a35e8,1,ring_1
acct_559e78aa,0,
acct_963ea790,0,
acct_8b45ac84,0,
acct_597e939b,0,
acct_7c864258,0,
acct_33b5643f,0,
acct_42814502,0,
acct_b6a4466e,0,
acct_3eafc82b,0,
acct_d5fbf744,0,
acct_69010ee9,0,
acct_f5b8a9cb,0,
acct_2d10bfd5,0,
acct_9cb5ea42,0,
acct_c8232f85,0,
acct_34bf548b,0,
acct_0b5cfcb7,0,
acct_38636f81,0,
acct_58050830,0,
acct_0a5e8f60,0,
acct_05e9ae19,0,
acct_f1d7a74c,0,
acct_43ad7961,0,
acct_c2b9c406,0,
acct_c9e785f2,0,
acct_a638abcc,0,
acct_816f2047,0,
acct_15a5e9c6,0,
acct_9421edf2,0,
acct_dc86da22,1,ring_10
acct_5645ef32,0,
acct_29ce19f7,0,
acct_f8e70ee0,0,
acct_d67c978e,0,
acct_0dd0a807,0,
acct_87c09d72,0,
acct_c76a15f8,0,
acct_81f85299,0,
acct_62a9254e,0,
acct_88aedb83,0,
acct_29a7a234,0,
acct_7705ce1f,0,
acct_56b7af90,0,
acct_655ff0ba,0,
acct_796dd4d9,0,
acct_74a95360,0,
acct_ba306da0,0,
acct_262622dc,0,
acct_e4404f42,0,
acct_d5462bce,0,
acct_238cf937,0,
acct_ab30a061,0,
acct_cc683b90,0,
acct_9fe4467e,0,
acct_419aa9b4,0,
acct_a693a855,0,
acct_3b45a4fc,0,
acct_da4d4cb6,0,
acct_c9e348d1,0,
acct_649c77c5,1,ring_9
acct_c743d7e7,0,
acct_09553813,0,
acct_f7389c7e,0,
acct_389045aa,0,
acct_85ca37c7,0,
acct_b3bf8b1e,1,ring_0
acct_ee0da2d3,0,
acct_fa5e0176,0,
acct_b1a1d353,0,
acct_30c2bdf8,0,
acct_a20cc6e3,0,
acct_31ad08ad,0,
acct_ffc3d116,0,
acct_ee5053cc,0,
acct_60b52d96,0,
acct_6f7114dd,0,
acct_5e964393,0,
acct_d3ffd47c,0,
acct_7bbe8e4f,0,
acct_b1ec638a,0,
acct_b0d0d435,1,ring_0
acct_5c7e731e,0,
acct_3585463c,0,
acct_dea4ef7a,0,
acct_593bb8d2,0,
acct_86f56636,0,
acct_d2d1fe78,0,
acct_07b536a6,0,
acct_ade7f73f,0,
acct_078f9218,0,
acct_5f35c355,0,
acct_6d92e145,0,
acct_d14f6e6e,0,
acct_99452e39,0,
acct_5001a628,0,
acct_0e59562f,0,
acct_85a20f30,0,
acct_a4dc8d88,0,
acct_aa7e2e3a,0,
acct_8bc11b0e,0,
acct_8f7f3542,1,ring_13
acct_9e61f0ec,0,
acct_8f7a27ec,1,ring_1
acct_fc4e82f8,0,
acct_6cfe4f3d,0,
acct_b2127bac,0,
acct_00c993bf,0,
